multi_target_guides	single_mismatch_guides	pam_distal_single_mismatch_guides	pam_distal_double_mismatch_guides	guides_not_target_anywhere	guides_not_target_exon
sgATP6V0C_4	sgAPOO_3	NA	sgNFE2_4	NA	sgFBXO15_2
sgATP6V1E1_2	sgAPOO_4	NA	sgNOS1AP_9	NA	sgFDFT1_3
sgATP6V1F_5	sgAPTX_3	NA	sgNRAS_5	NA	sgFGF2_1
sgAVP_2	sgAQP11_3	NA	sgNRG1_18	NA	sgFLT3LG_6
sgAZGP1_1	sgAQP3_2	NA	sgNSMCE4A_2	NA	sgFLVCR2_5
sgAZGP1_3	sgAQP4_2	NA	sgNUDT12_2	NA	sgFMN1_3
sgAZI2_1	sgAQP7_1	NA	sgNUPL1_1	NA	sgFMN1_4
sgAZI2_2	sgAQP7_2	NA	sgOARD1_3	NA	sgFMN1_5
sgB3GALNT1_1	sgARAF_5	NA	sgOTUD6B_2	NA	sgFOXP1_10
sgB3GAT3_4	sgARAP2_4	NA	sgP2RY10_2	NA	sgFOXP1_9
sgB3GAT3_5	sgARAP3_1	NA	sgP2RY12_2	NA	sgFOXP4_4
sgBAG1_3	sgARF4_5	NA	sgPA2G4_4	NA	sgFOXQ1_1
sgBAG4_4	sgARF5_4	NA	sgPAAF1_2	NA	sgFPGS_2
sgBAK1_2	sgARF6_1	NA	sgPACS1_1	NA	sgFRMD1_1
sgBAK1_3	sgARF6_3	NA	sgPBK_3	NA	sgFRMD3_15
sgBAK1_4	sgARF6_4	NA	sgPCGF6_5	NA	sgFRRS1L_5
sgBANF1_3	sgARFGAP2_3	NA	sgPDCL2_3	NA	sgFTCD_1
sgBANF1_4	sgARFIP2_3	NA	sgPDIK1L_4	NA	sgFXYD3_10
sgBBIP1_1	sgARFRP1_1	NA	sgPEX2_1	NA	sgFXYD3_11
sgBCAS2_2	sgARFRP1_7	NA	sgPEX2_5	NA	sgFXYD3_12
sgBCL2L12_3	sgARGFX_5	NA	sgPGLYRP3_3	NA	sgFXYD3_13
sgBCL2L12_4	sgARHGAP11B_3	NA	sgPGM1_5	NA	sgFXYD3_6
sgBCL2L13_4	sgARHGAP21_1	NA	sgPIK3R1_2	NA	sgFXYD3_7
sgBCLAF1_1	sgARHGAP21_2	NA	sgPIP5KL1_3	NA	sgFXYD3_8
sgBCLAF1_2	sgARHGAP21_5	NA	sgPKNOX2_2	NA	sgFXYD3_9
